,duracion_recorrido,nombre_estacion_origen,nombre_estacion_destino,MES,DIA
714794,793,Constitución,RODRIGO BUENO,March,31
714822,503,Constitución,Rivadavia y 9 de Julio,March,31
714865,1507,Constitución,HOSPITAL DE CLÍNICAS,March,31
714871,1399,Congreso,Humahuaca,March,31
714907,2087,Constitución,Aranguren,March,31
714938,370,Congreso,UADE,March,31
714940,603,PARQUE DEL BAJO,AIME PAINÉ,March,31
714966,133,Constitución,Constitución,March,31
714979,859,Congreso,FACULTAD DE INGENIERIA,March,31
715010,1020,Constitución,SEC. DE INNOVACION Y TRANSFORMACIÓN,March,31
715037,1199,Congreso,Congreso,March,31
715076,517,Constitución,Plazoleta Colombia,March,31
715111,570,PARQUE DEL BAJO,RETIRO II,March,31
715132,467,Plaza Italia,,March,31
715136,565,Plaza Italia,Guatemala,March,31
715151,1257,Congreso,Hospital Rivadavia,March,31
715192,903,Constitución,Hospital Francés,March,31
715214,922,PARQUE DEL BAJO,RODRIGO BUENO,March,31
715221,389,PARQUE DEL BAJO,Madero Office,March,31
715222,1095,Constitución,VIRREY CEVALLOS,March,31
715226,355,Congreso,Ayacucho,March,31
715235,1289,PARQUE DEL BAJO,MARCELO T. DE ALVEAR,March,31
715262,472,PARQUE DEL BAJO,JUANA MANSO I,March,31
715297,1553,PARQUE DEL BAJO,RIOBAMBA,March,31
715298,335,PARQUE DEL BAJO,Madero UCA,March,31
715343,705,PARQUE DEL BAJO,INGENIERO BUTTY,March,31
715344,800,Congreso,PLAZA MONSEÑOR MIGUEL DE ANDREA,March,31
715387,1625,Constitución,HOSPITAL ALEMÁN,March,31
715398,1218,Plaza Italia,Solar de la Abadía,March,31
715416,875,Congreso,CENTRO DE EXPOSICIONES,March,31
715417,1361,Constitución,PARQUE PATRICIOS II,March,31
715429,961,PARQUE DEL BAJO,CORRIENTES,March,31
715481,1192,Constitución,TEATRO PICADERO,March,31
715536,1300,Pacifico,YATAY,March,31
715555,700,Pacifico,ARMENIA,March,31
715568,1015,Congreso,ONCE II,March,31
715569,1179,PARQUE DEL BAJO,Parque Lezama,March,31
715584,848,Congreso,Constitución,March,31
715606,1056,Congreso,HUMBERTO 1°,March,31
715655,2246,Pacifico,Facultad de Medicina,March,31
715663,886,Pacifico,Plaza Mafalda,March,31
715721,1624,Constitución,Pasteur,March,31
715723,721,Constitución,BRASIL,March,31
715725,2065,PARQUE DEL BAJO,Peña,March,31
715730,388,Constitución,Parque Lezama,March,31
715779,862,Pacifico,VILLARROEL,March,31
715790,474,Congreso,Claudia Pía Braudracco,March,31
715802,945,Congreso,MAIPÚ,March,31
715828,333,PARQUE DEL BAJO,AZOPARDO Y CHILE,March,31
715833,646,Constitución,Jorgelina De Simone,March,31
715863,1688,Constitución,PARQUE DE LA ESTACIÓN,March,31
715893,1338,Plaza Italia,Cementerio de Recoleta,March,31
715992,1194,Plaza Italia,General Urquiza,March,31
715994,906,PARQUE DEL BAJO,Parque Lezama,March,31
716024,275,PARQUE DEL BAJO,JUANA MANSO I,March,31
716036,3641,Plaza Italia,Rivadavia y 9 de Julio,March,31
716042,394,Congreso,Plaza Primero de Mayo,March,31
716119,654,Pacifico,Plaza República de Ecuador,March,31
716147,435,PARQUE DEL BAJO,AZOPARDO Y CHILE,March,31
716206,872,Constitución,Salcedo,March,31
716207,619,PARQUE DEL BAJO,Madero UCA,March,31
716211,1691,Congreso,Independencia,March,31
716215,841,PARQUE DEL BAJO,RODRIGO BUENO,March,31
716217,662,Congreso,Jorgelina De Simone,March,31
716222,784,Plaza Italia,Fitz Roy & Gorriti,March,31
716248,2051,Constitución,TEATRO PICADERO,March,31
716249,1751,Plaza Italia,VIRREY CEVALLOS,March,31
716260,2891,PARQUE DEL BAJO,Billinghurst,March,31
716267,406,Plaza Italia,Godoy Cruz y Libertador,March,31
716276,768,Congreso,Constitución,March,31
716301,736,Congreso,Pasteur,March,31
716336,563,Pacifico,Solar de la Abadía,March,31
716366,752,PARQUE DEL BAJO,AZUCENA VILLAFLOR,March,31
716389,378,PARQUE DEL BAJO,JUANA MANSO I,March,31
716398,1087,Constitución,Legislatura,March,31
716411,608,PARQUE DEL BAJO,Madero UCA,March,31
716412,835,PARQUE DEL BAJO,FACULTAD DE DERECHO,March,31
716428,1234,Congreso,Acuña de Figueroa,March,31
716480,956,Congreso,MANZANA 66,March,31
716521,2265,Congreso,Constitución,March,31
716537,3327,Plaza Italia,Plaza Alemania,March,31
716547,892,Plaza Italia,BILLINGHURST Y MANSILLA,March,31
716570,1492,PARQUE DEL BAJO,MACACHA GUEMES,March,31
716589,481,Pacifico,Plaza República de Ecuador,March,31
716599,1323,PARQUE DEL BAJO,MACACHA GUEMES,March,31
716642,2171,Congreso,Av. La Plata,March,31
716655,474,Pacifico,Plaza República de Ecuador,March,31
716657,820,Constitución,CASA SAN,March,31
716682,490,Pacifico,Plaza República de Ecuador,March,31
716685,724,Congreso,FACULTAD DE INGENIERIA,March,31
716709,937,Constitución,Pasco,March,31
716730,2332,Congreso,Estados Unidos,March,31
716758,513,Congreso,Plaza Primero de Mayo,March,31
716794,1006,Pacifico,SAN MIGUEL DE GARICOITS,March,31
716827,386,PARQUE DEL BAJO,JUANA MANSO I,March,31
716831,1163,Pacifico,Parque Las Heras,March,31
716837,628,Congreso,RIOBAMBA,March,31
716866,408,Constitución,Plazoleta Colombia,March,31
716874,65,PARQUE DEL BAJO,PARQUE DEL BAJO,March,31
716898,312,Constitución,BRASIL,March,31
716907,632,PARQUE DEL BAJO,Madero UCA,March,31
716940,1042,Constitución,Catedral,March,31
716955,220,Congreso,VIRREY CEVALLOS,March,31
716964,1887,Plaza Italia,ONCE II,March,31
716968,1314,PARQUE DEL BAJO,Ministerio de Justicia y Seguridad,March,31
716970,1069,Pacifico,Club Excursionistas,March,31
716980,942,PARQUE DEL BAJO,JUAN MANUEL DE BLANES,March,31
716996,590,PARQUE DEL BAJO,FACULTAD DE INGENIERIA,March,31
717021,159,PARQUE DEL BAJO,MACACHA GUEMES,March,31
717044,1089,Congreso,MACACHA GUEMES,March,31
717082,829,Congreso,HUMBERTO 1°,March,31
717086,869,Constitución,MAIPÚ,March,31
717094,443,Constitución,VIRREY CEVALLOS,March,31
717104,618,Plaza Italia,General Urquiza,March,31
717109,577,Plaza Italia,General Urquiza,March,31
717116,745,Congreso,Independencia,March,31
717118,661,Congreso,Independencia,March,31
717124,365,PARQUE DEL BAJO,Catedral,March,31
717183,567,Plaza Italia,Plaza República de Ecuador,March,31
717190,780,Plaza Italia,Pacifico,March,31
717206,607,Pacifico,De Los Ombues,March,31
717220,1102,Congreso,BRASIL,March,31
717246,2482,Constitución,Constitución,March,31
717251,598,Pacifico,PLAZA BOLIVIA,March,31
717254,898,PARQUE DEL BAJO,9 de Julio,March,31
717262,6854,Pacifico,Plaza Italia,March,31
717292,576,PARQUE DEL BAJO,9 de Julio,March,31
717352,1381,Pacifico,Pacifico,March,31
717373,892,Constitución,Pasco,March,31
717377,514,PARQUE DEL BAJO,Rivadavia y 9 de Julio,March,31
717388,345,Pacifico,Solar de la Abadía,March,31
717396,531,Constitución,Independencia,March,31
717399,1154,Constitución,ESTADOS UNIDOS Y BOEDO,March,31
717404,442,PARQUE DEL BAJO,RETIRO II,March,31
717413,1823,Constitución,Constitución,March,31
717431,1597,Plaza Italia,PLAZOLETA CELEDONIO FLORES,March,31
717445,1510,Congreso,Ecuador,March,31
717446,697,Congreso,Plaza Primero de Mayo,March,31
717451,899,PARQUE DEL BAJO,JUANA MANSO I,March,31
717476,442,Plaza Italia,General Urquiza,March,31
717545,482,Plaza Italia,,March,31
717552,580,Constitución,UADE,March,31
717562,1104,PARQUE DEL BAJO,Plazoleta Colombia,March,31
717566,2864,Plaza Italia,GAINZA,March,31
717598,1436,Congreso,Parque Lezama,March,31
717611,317,PARQUE DEL BAJO,ADUANA,March,31
717616,1658,Pacifico,Acevedo,March,31
717622,528,PARQUE DEL BAJO,FACULTAD DE INGENIERIA,March,31
717630,2183,Congreso,San Jose de Flores,March,31
717632,867,Constitución,Plaza Primero de Mayo,March,31
717645,838,Pacifico,,March,31
717662,1803,PARQUE DEL BAJO,AIME PAINÉ,March,31
717665,1789,PARQUE DEL BAJO,AIME PAINÉ,March,31
717666,2538,Congreso,Puan,March,31
717667,1024,Pacifico,BARRANCAS DE BELGRANO,March,31
717704,612,Congreso,CARLOS CALVO,March,31
717708,540,Pacifico,Plaza República de Ecuador,March,31
717740,260,PARQUE DEL BAJO,Catedral,March,31
717744,887,PARQUE DEL BAJO,Ruy Díaz de Guzmán,March,31
717776,2031,Constitución,PUEYRREDÓN,March,31
717788,1584,Constitución,Pasco,March,31
717911,591,Plaza Italia,Ministro Carranza,March,31
717913,804,Congreso,Pasteur,March,31
717940,996,Pacifico,Club Excursionistas,March,31
717943,2234,Pacifico,Godoy Cruz y Libertador,March,31
717961,754,PARQUE DEL BAJO,RODRIGO BUENO,March,31
717971,1910,Congreso,Plaza Palermo Viejo,March,31
718023,438,Plaza Italia,General Urquiza,March,31
718027,376,Congreso,TEATRO PICADERO,March,31
718031,652,Congreso,CARLOS CALVO,March,31
718034,1517,Congreso,JUNCAL,March,31
718041,396,PARQUE DEL BAJO,AZUCENA VILLAFLOR,March,31
718045,784,Plaza Italia,Fitz Roy & Gorriti,March,31
718060,113,Congreso,Congreso,March,31
718104,929,Constitución,CORRIENTES,March,31
718106,1839,Constitución,PUEYRREDÓN,March,31
718124,1757,PARQUE DEL BAJO,Godoy Cruz y Libertador,March,31
718131,2841,Congreso,Plaza Vicente Lopez,March,31
718137,1061,Congreso,BRASIL,March,31
718157,610,Constitución,Pedro Echague,March,31
718196,1934,Pacifico,DELLA PAOLERA,March,31
718197,696,Pacifico,Plaza Guemes,March,31
718209,2201,Congreso,PLAZA BOLIVIA,March,31
718276,941,Pacifico,Fitz Roy,March,31
718288,1365,Congreso,Congreso,March,31
718346,1477,Congreso,Ecoparque,March,31
718348,1780,Pacifico,Retiro I,March,31
718353,343,PARQUE DEL BAJO,JUANA MANSO I,March,31
718369,235,PARQUE DEL BAJO,Catedral,March,31
718417,725,PARQUE DEL BAJO,RETIRO II,March,31
718432,403,PARQUE DEL BAJO,RETIRO II,March,31
718439,2484,PARQUE DEL BAJO,Plaza Mafalda,March,31
718452,941,Constitución,MANZANA 66,March,31
718491,1108,Plaza Italia,PLAZA 24 DE SEPTIEMBRE,March,31
718495,524,Plaza Italia,ARMENIA,March,31
718500,773,Pacifico,De Los Ombues,March,31
718517,77,Congreso,Congreso,March,31
718536,1311,Constitución,MEXICO,March,31
