,duracion_recorrido,nombre_estacion_origen,nombre_estacion_destino,MES,DIA
437581,4366,Pacifico,Plaza Italia,February,24
437630,673,Pacifico,PLAZA BOLIVIA,February,24
437652,1091,Constitución,MACACHA GUEMES,February,17
437654,809,Congreso,HUMBERTO 1°,February,17
437693,1575,Pacifico,CENTRO DE EXPOSICIONES,February,06
437702,394,Congreso,Plaza Primero de Mayo,February,06
437750,952,Plaza Italia,Parque Las Heras,February,16
437751,659,Plaza Italia,Ministro Carranza,February,16
437752,2637,Congreso,ARMENIA,February,16
437754,561,Pacifico,PLAZA BOLIVIA,February,16
437843,1005,Constitución,Congreso,February,15
437858,219,Congreso,Paraná,February,15
437869,1258,Constitución,RETIRO II,February,15
437886,904,Constitución,Madero UCA,February,15
437926,984,Constitución,MACACHA GUEMES,February,14
437929,1182,Congreso,PUEYRREDÓN,February,14
437930,523,PARQUE DEL BAJO,AIME PAINÉ,February,14
438018,863,Constitución,Buenos Aires,February,27
438041,393,Constitución,HOSPITAL GARRAHAN,February,28
438043,1178,Constitución,MACACHA GUEMES,February,28
438053,577,Congreso,MANZANA 66,February,28
438077,1040,Pacifico,BARRANCAS DE BELGRANO,February,28
438098,906,Constitución,Congreso,February,02
438104,515,Pacifico,Plaza Palermo Viejo,February,02
438111,235,Congreso,Paraná,February,02
438125,15625,Plaza Italia,Godoy Cruz y Libertador,February,02
438139,486,Congreso,Plaza Primero de Mayo,February,08
438140,558,Congreso,FACULTAD DE PSICOLOGIA,February,08
438142,662,Pacifico,PLAZA BOLIVIA,February,08
438169,1162,Constitución,MACACHA GUEMES,February,08
438211,1014,Congreso,ALSINA,February,07
438217,1723,Constitución,TUCUMAN,February,07
438230,1451,Plaza Italia,YATAY,February,07
438247,1797,Plaza Italia,Godoy Cruz y Libertador,February,07
438327,1937,Pacifico,PASEO DE LA COSTANERA II,February,23
438348,799,Plaza Italia,Plaza Italia,February,13
438363,1441,Constitución,Facultad de Medicina,February,13
438364,1232,Constitución,HOSPITAL RAMOS MEJIA,February,13
438402,3248,Congreso,AZUCENA VILLAFLOR,February,20
438407,6869,Congreso,JULIETA LANTERI,February,20
438409,2439,Pacifico,ONCE II,February,20
438410,1251,PARQUE DEL BAJO,Cementerio de Recoleta,February,20
438414,135956,Plaza Italia,General Urquiza,February,20
438423,1106,Pacifico,Plaza Gurruchaga,February,20
438435,1429,Congreso,MAIPÚ,February,11
438452,1336,PARQUE DEL BAJO,Claudia Pía Braudracco,February,12
438501,983,Plaza Italia,General Urquiza,February,26
438504,550,Pacifico,Plaza República de Ecuador,February,26
438521,1470,Constitución,Facultad de Medicina,February,03
438528,1706,PARQUE DEL BAJO,Ruy Díaz de Guzmán,February,03
438572,753,Pacifico,ARMENIA,February,03
438581,3010,Constitución,Constitución,February,04
438623,1388,Constitución,Facultad de Medicina,February,09
438624,904,Constitución,PARQUE PATRICIOS II,February,09
438625,365,Constitución,Ruy Díaz de Guzmán,February,09
438710,1367,Pacifico,PARQUE DE LA ESTACIÓN,February,21
438711,2639,Pacifico,COSTANERA NORTE,February,21
438712,439,Congreso,Plaza Primero de Mayo,February,10
438713,456,Congreso,Rivadavia y 9 de Julio,February,10
438726,886,PARQUE DEL BAJO,HUMBERTO 1°,February,10
438727,168,PARQUE DEL BAJO,PARQUE DEL BAJO,February,10
438730,1445,Constitución,Facultad de Medicina,February,10
438731,1029,Constitución,MAIPÚ,February,10
438732,370,Constitución,Plazoleta Colombia,February,10
438761,1487,Constitución,Facultad de Medicina,February,01
438762,456,Pacifico,Plaza Palermo Viejo,February,01
438777,1862,Pacifico,Cementerio de Recoleta,February,01
438787,1490,Pacifico,Godoy Cruz y Libertador,February,01
438810,1712,Constitución,Facultad de Medicina,February,24
438852,1422,Constitución,Facultad de Medicina,February,17
438854,1423,Constitución,PARQUE PATRICIOS II,February,17
438855,391,Pacifico,Plaza Palermo Viejo,February,17
438870,638,Plaza Italia,Godoy Cruz y Libertador,February,17
438888,882,Constitución,SAAVEDRA,February,06
438893,1519,Constitución,HOSPITAL DE CLÍNICAS,February,06
438900,793,Constitución,Pasteur,February,06
438908,4197,Pacifico,General Urquiza,February,06
438910,1579,Pacifico,Godoy Cruz y Libertador,February,06
438922,1674,Pacifico,Cementerio de Recoleta,February,16
438923,492,Pacifico,Plaza República de Ecuador,February,16
438946,1554,Constitución,Facultad de Medicina,February,16
438947,1070,Constitución,HOSPITAL DE CLÍNICAS,February,16
438972,299,Plaza Italia,UGARTECHE,February,05
438974,1200,PARQUE DEL BAJO,PARQUE DEL BAJO,February,05
438980,1575,Plaza Italia,General Urquiza,February,05
438996,2686,Congreso,FACULTAD DE DERECHO,February,19
438999,1047,Pacifico,BARRANCAS DE BELGRANO,February,19
439000,2044,Pacifico,Paraná,February,19
439001,846,Pacifico,YATAY,February,19
439021,1520,Constitución,Facultad de Medicina,February,15
439024,448,Pacifico,Plaza Palermo Viejo,February,15
439029,1019,Constitución,Paraná,February,15
439036,1818,PARQUE DEL BAJO,PARQUE DEL BAJO,February,15
439074,1513,Constitución,Facultad de Medicina,February,14
439075,938,Constitución,PARQUE PATRICIOS II,February,14
439082,1160,Pacifico,Ecuador,February,14
439090,1291,Constitución,Hospital Francés,February,14
439108,2783,Congreso,Solar de la Abadía,February,14
439128,1627,Constitución,Facultad de Medicina,February,27
439143,390,PARQUE DEL BAJO,AZOPARDO Y CHILE,February,27
439180,577,Pacifico,Parque Las Heras,February,28
439184,1460,Constitución,Facultad de Medicina,February,28
439217,1395,Pacifico,Matienzo Y Arce,February,28
439220,1902,Pacifico,De Los Ombues,February,28
439237,1286,Constitución,Facultad de Medicina,February,02
439239,442,Plaza Italia,Plaza Palermo Viejo,February,02
439246,938,Constitución,Salcedo,February,02
439278,4658,Plaza Italia,CORRIENTES,February,08
439279,550,Congreso,Rivadavia y 9 de Julio,February,08
439280,106,Pacifico,Pacifico,February,08
439315,1561,Constitución,Facultad de Medicina,February,08
439347,541,Pacifico,Parque Las Heras,February,07
439355,1406,Constitución,Facultad de Medicina,February,07
439372,1412,Constitución,FACULTAD DE INGENIERIA,February,07
439375,1230,Constitución,Pasteur,February,07
439397,2191,Pacifico,Gavilán,February,07
439411,1555,Constitución,Facultad de Medicina,February,23
439412,840,Constitución,PARQUE PATRICIOS II,February,23
439415,548,Pacifico,Plaza Palermo Viejo,February,23
439464,3050,Pacifico,Cementerio de Recoleta,February,18
439480,429,Plaza Italia,Fitz Roy & Gorriti,February,13
439497,112,PARQUE DEL BAJO,MACACHA GUEMES,February,13
439504,678,Constitución,BELGRANO,February,13
439505,796,Constitución,JUAN MANUEL DE BLANES,February,13
439552,766,Congreso,Rivadavia y 9 de Julio,February,20
439553,2653,Plaza Italia,General Urquiza,February,20
439597,3805,Plaza Italia,Madero UCA,February,12
439630,3130,Congreso,COSTANERA NORTE,February,25
439659,438,Constitución,Parque Lezama,February,03
439670,781,Constitución,BELGRANO,February,03
439692,1169,PARQUE DEL BAJO,FACULTAD DE INGENIERIA,February,03
439742,315,Plaza Italia,Ecoparque,February,09
439744,1732,Congreso,Congreso,February,09
439746,614,Pacifico,Plaza República de Ecuador,February,09
439772,764,Constitución,BELGRANO,February,09
439800,3936,Pacifico,Plaza Italia,February,22
439822,586,Constitución,HOSPITAL GARRAHAN,February,22
439828,672,Constitución,HUMBERTO 1°,February,22
439836,679,PARQUE DEL BAJO,FACULTAD DE INGENIERIA,February,22
439879,832,Plaza Italia,Malabia,February,21
439888,404,PARQUE DEL BAJO,Rivadavia y 9 de Julio,February,21
439907,2105,Congreso,AZUCENA VILLAFLOR,February,10
439908,2821,Pacifico,Pacifico,February,10
439930,3836,PARQUE DEL BAJO,Independencia,February,10
439969,835,Constitución,BELGRANO,February,01
439989,424,PARQUE DEL BAJO,PARQUE DEL BAJO,February,01
439995,1525,Congreso,Humahuaca,February,01
440007,2036,PARQUE DEL BAJO,Hipólito Yrigoyen,February,01
440008,585,Plaza Italia,Fitz Roy & Gorriti,February,01
440028,474,Constitución,Parque Lezama,February,24
440039,475,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,24
440044,144,PARQUE DEL BAJO,MACACHA GUEMES,February,24
440053,502,Constitución,JUAN MANUEL DE BLANES,February,24
440056,89,Constitución,Constitución,February,24
440088,783,Constitución,BELGRANO,February,17
440094,358,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,17
440099,643,Constitución,CARLOS CALVO,February,17
440101,115,PARQUE DEL BAJO,MACACHA GUEMES,February,17
440105,1551,Plaza Italia,COSTA RICA,February,17
440148,425,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,06
440172,1452,Congreso,Humahuaca,February,06
440211,501,Pacifico,Plaza República de Ecuador,February,16
440230,629,PARQUE DEL BAJO,FACULTAD DE INGENIERIA,February,16
440240,377,Constitución,Ruy Díaz de Guzmán,February,16
440241,666,Constitución,HOSPITAL ARGERICH,February,16
440242,1083,Constitución,Usina del Arte,February,16
440287,1331,Plaza Italia,Ecoparque,February,19
440288,4799,Plaza Italia,BARRANCAS DE BELGRANO,February,19
440290,4817,Pacifico,Plaza Italia,February,19
440291,2455,Pacifico,GÚZMAN,February,19
440292,2167,Pacifico,FACULTAD DE DERECHO,February,19
440319,1287,Plaza Italia,Plaza Italia,February,15
440325,1341,Congreso,CERRITO,February,15
440346,2329,PARQUE DEL BAJO,Hipólito Yrigoyen,February,15
440356,1285,Plaza Italia,MONTAÑESES,February,15
440376,1438,Constitución,Catedral,February,14
440379,1352,Constitución,BELGRANO,February,14
440392,675,Constitución,HOSPITAL GARRAHAN,February,14
440394,159,PARQUE DEL BAJO,MACACHA GUEMES,February,14
440412,1343,Plaza Italia,ARENALES Y AGUERO,February,14
440474,144,PARQUE DEL BAJO,MACACHA GUEMES,February,27
440481,587,PARQUE DEL BAJO,FACULTAD DE INGENIERIA,February,27
440514,1058,Congreso,Plazoleta Colombia,February,27
440524,540,Constitución,Parque Lezama,February,28
440538,781,Constitución,HOSPITAL GARRAHAN,February,28
440547,620,PARQUE DEL BAJO,FACULTAD DE INGENIERIA,February,28
440573,1319,Plaza Italia,MONTAÑESES,February,28
440579,1641,Pacifico,De Los Ombues,February,28
440597,809,Constitución,BELGRANO,February,02
440598,3437,Plaza Italia,Ministro Carranza,February,02
440653,2539,Pacifico,,February,08
440672,1190,PARQUE DEL BAJO,Parque Lezama,February,08
440680,733,Constitución,BELGRANO,February,08
440710,852,Constitución,Congreso,February,07
440714,1043,Constitución,Suipacha,February,07
440717,878,Constitución,BELGRANO,February,07
440738,548,PARQUE DEL BAJO,FACULTAD DE INGENIERIA,February,07
440747,558,Pacifico,Plaza República de Ecuador,February,07
440780,2667,Congreso,PARQUE PATRICIOS II,February,23
440793,496,Congreso,Claudia Pía Braudracco,February,23
440799,892,Congreso,MARCELO T. DE ALVEAR,February,23
440802,727,PARQUE DEL BAJO,JULIETA LANTERI,February,23
440803,2481,Plaza Italia,Humahuaca,February,23
440830,2090,Constitución,Constitución,February,18
440839,1774,Pacifico,ARMENIA,February,18
440842,3266,Pacifico,PLAZA CD DE BANFF,February,18
440846,1797,Plaza Italia,Parque Las Heras,February,13
440847,655,Plaza Italia,,February,13
440849,99,Pacifico,Pacifico,February,13
440881,550,PARQUE DEL BAJO,DELLA PAOLERA,February,13
440940,3418,Plaza Italia,Sucre y Martinez,February,20
440947,3151,Pacifico,SECRETARÍA DE DEPORTES,February,20
440963,3943,Plaza Italia,Hospital Rivadavia,February,12
441000,3823,PARQUE DEL BAJO,RODRIGO BUENO,February,26
441004,1697,Plaza Italia,F.J.Santamaria de Oro,February,26
441007,886,Pacifico,Paseo de las Americas,February,26
441035,755,Constitución,Paraná,February,03
441051,816,Congreso,MINISTERIO DE EDUCACION,February,03
441115,2031,Pacifico,PERÓN Y ACUÑA DE FIGUEROA,February,09
441116,1468,Pacifico,Fleni,February,09
441206,399,Pacifico,Fitz Roy & Gorriti,February,22
441220,2038,Congreso,Plaza Mafalda,February,22
441239,245,PARQUE DEL BAJO,PARQUE DEL BAJO,February,21
441257,4464,Pacifico,De Los Ombues,February,21
441351,411,Constitución,Constitución,February,01
441354,1511,Pacifico,PERÓN Y ACUÑA DE FIGUEROA,February,01
441360,389,Pacifico,Fitz Roy & Gorriti,February,01
441404,722,Congreso,Pasco,February,24
441486,711,Pacifico,Plaza Palermo Viejo,February,06
441511,1063,Pacifico,,February,06
441517,2024,Pacifico,PERÓN Y ACUÑA DE FIGUEROA,February,06
441526,943,Pacifico,BARRANCAS DE BELGRANO,February,06
441646,803,Plaza Italia,Acuña de Figueroa,February,15
441651,1574,Congreso,INSTITUTO LELOIR,February,15
441663,567,PARQUE DEL BAJO,DELLA PAOLERA,February,15
441674,2024,Pacifico,PERÓN Y ACUÑA DE FIGUEROA,February,15
441713,783,Constitución,TUCUMAN,February,14
441736,1148,Pacifico,Humahuaca,February,14
441754,1095,Plaza Italia,Barrio 31,February,14
441761,69,Plaza Italia,Plaza Italia,February,27
441782,400,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,27
441787,1021,Constitución,Claudia Pía Braudracco,February,27
441792,3131,Plaza Italia,HOSPITAL DE CLÍNICAS,February,27
441797,1602,Constitución,Cementerio de Recoleta,February,27
441799,555,Pacifico,,February,27
441802,1916,Pacifico,PERÓN Y ACUÑA DE FIGUEROA,February,27
441830,648,Plaza Italia,ARMENIA,February,27
441847,2048,Pacifico,Pacifico,February,28
441867,1435,Congreso,COSTA RICA,February,28
441881,1764,Plaza Italia,F.J.Santamaria de Oro,February,28
441911,794,PARQUE DEL BAJO,CERRITO,February,02
441951,363,Plaza Italia,Guatemala,February,08
441979,10976,Constitución,Independencia,February,08
441980,1207,Constitución,FACULTAD DE INGENIERIA,February,08
442017,158,Plaza Italia,Pacifico,February,07
442049,670,Congreso,VIRREY CEVALLOS,February,07
442050,1765,Pacifico,PERÓN Y ACUÑA DE FIGUEROA,February,07
442081,1922,Pacifico,Plaza Almagro,February,23
442104,1108,Plaza Italia,VILLARROEL,February,23
442158,947,Constitución,SEC. DE INNOVACION Y TRANSFORMACIÓN,February,18
442159,2053,Plaza Italia,PLAZA CASTELLI,February,13
442160,740,Pacifico,Plaza Mafalda,February,13
442176,314,PARQUE DEL BAJO,CORRIENTES,February,13
442186,896,Constitución,Hospital Francés,February,13
442214,1327,Pacifico,Acuña de Figueroa,February,20
442291,1514,Constitución,AZOPARDO Y CHILE,February,12
442316,887,Constitución,AZOPARDO Y CHILE,February,25
442327,997,PARQUE DEL BAJO,CERRITO,February,26
442424,1801,Plaza Italia,FACULTAD DE DERECHO,February,09
442426,1691,Congreso,PARQUE PATRICIOS II,February,09
442427,593,Pacifico,UGARTECHE,February,09
442445,1700,PARQUE DEL BAJO,Reconquista,February,09
442505,557,Constitución,CARLOS CALVO,February,22
442533,2822,Congreso,Belaustegui,February,22
442541,282,PARQUE DEL BAJO,JUANA MANSO I,February,21
442652,2501,Plaza Italia,PLAZA CASTELLI,February,01
442681,571,PARQUE DEL BAJO,JUANA MANSO I,February,24
442711,151,Congreso,VIRREY CEVALLOS,February,24
442787,1026,Congreso,Plaza Vicente Lopez,February,06
442790,779,Constitución,Parque Patricios,February,06
442815,951,Constitución,Hospital Francés,February,06
442846,4621,Congreso,Congreso,February,16
442847,228,Congreso,VIRREY CEVALLOS,February,16
442870,395,PARQUE DEL BAJO,OBELISCO,February,16
442871,3488,PARQUE DEL BAJO,CASA SAN,February,16
442872,361,PARQUE DEL BAJO,Madero Office,February,16
442880,1333,Constitución,AZOPARDO Y CHILE,February,16
442905,1611,PARQUE DEL BAJO,Ecuador,February,05
442920,2081,Plaza Italia,Plaza República de Ecuador,February,05
442938,302,Constitución,Independencia,February,19
442977,937,Constitución,Hospital Francés,February,15
442984,821,Congreso,Constitución,February,15
442985,245,Congreso,VIRREY CEVALLOS,February,15
443008,661,Constitución,Buenos Aires,February,15
443017,259,PARQUE DEL BAJO,JUANA MANSO I,February,14
443029,349,Congreso,9 de Julio,February,14
443037,216,Congreso,VIRREY CEVALLOS,February,14
443039,1843,Pacifico,ESTADOS UNIDOS Y BOEDO,February,14
443048,2044,Plaza Italia,PLAZA CASTELLI,February,14
443118,343,Pacifico,Guatemala,February,27
443119,1120,Pacifico,Coronel Diaz,February,27
443120,1535,Congreso,José Marmol,February,27
443145,452,Congreso,TEATRO PICADERO,February,27
443171,1298,Constitución,Hospital Francés,February,28
443174,723,PARQUE DEL BAJO,JULIETA LANTERI,February,28
443176,855,Constitución,JULIETA LANTERI,February,28
443222,392,Constitución,Ruy Díaz de Guzmán,February,02
443224,1135,Constitución,Plaza Primero de Mayo,February,02
443252,753,Plaza Italia,Fitz Roy & Gorriti,February,08
443253,1871,Plaza Italia,PLAZA CASTELLI,February,08
443254,1335,Congreso,PARQUE PATRICIOS II,February,08
443280,678,PARQUE DEL BAJO,Madero UCA,February,08
443294,553,Constitución,AZOPARDO Y CHILE,February,08
443336,674,Constitución,Ruy Díaz de Guzmán,February,07
443345,883,Constitución,Hospital Francés,February,07
443387,314,PARQUE DEL BAJO,JUANA MANSO I,February,23
443412,348,Constitución,Jorgelina De Simone,February,23
443415,1186,Pacifico,FACULTAD DE DERECHO,February,23
443449,911,Pacifico,MEDRANO,February,18
443451,1679,Plaza Italia,Guatemala,February,13
443493,1541,Congreso,Billinghurst,February,20
443543,320,Congreso,Montevideo,February,25
443560,1017,Pacifico,MEDRANO,February,25
443581,1422,Constitución,Madero Office,February,26
443587,2146,Pacifico,Ciudad Universitaria I,February,26
443591,1124,Plaza Italia,MEDRANO,February,26
443593,2071,Congreso,Congreso,February,03
443612,812,PARQUE DEL BAJO,RODRIGO BUENO,February,03
443622,399,Pacifico,Plaza República de Ecuador,February,03
443663,1483,Pacifico,BOEDO Y VENEZUELA,February,09
443703,531,Constitución,Parque Lezama,February,22
443719,1336,Congreso,AZUCENA VILLAFLOR,February,22
443722,444,Constitución,HUMBERTO 1°,February,22
443744,2077,Pacifico,PLAZA BOLIVIA,February,22
443766,881,Constitución,SEC. DE INNOVACION Y TRANSFORMACIÓN,February,22
443785,1236,Pacifico,De Los Ombues,February,21
443801,369,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,10
443805,3008,Constitución,Parque Centenario,February,10
443843,2241,Plaza Italia,CERRITO,February,01
443856,1010,Pacifico,AUSTRIA Y FRENCH,February,01
443863,1768,Pacifico,Godoy Cruz y Libertador,February,01
443885,837,Plaza Italia,MEDRANO,February,01
443886,2813,Pacifico,Plaza Italia,February,24
443893,333,Congreso,Montevideo,February,24
443952,923,Pacifico,MEDRANO,February,24
443958,916,Constitución,Ruy Díaz de Guzmán,February,17
443964,355,Constitución,HUMBERTO 1°,February,17
444027,1257,Pacifico,COSTANERA NORTE,February,06
444031,546,Pacifico,General Urquiza,February,16
444052,399,Constitución,HUMBERTO 1°,February,16
444053,1314,Constitución,SEC. DE INNOVACION Y TRANSFORMACIÓN,February,16
444095,1690,PARQUE DEL BAJO,PLAZA MONSEÑOR MIGUEL DE ANDREA,February,05
444096,662,Congreso,MINISTERIO DE EDUCACION,February,05
444102,2837,Pacifico,Godoy Cruz y Libertador,February,05
444155,761,Plaza Italia,Billinghurst,February,15
444160,392,Congreso,Paraná,February,15
444196,1018,Plaza Italia,MEDRANO,February,15
444201,1634,Pacifico,Plaza Almagro,February,14
444218,996,Congreso,HOSPITAL ALEMÁN,February,14
444290,684,Pacifico,Guatemala,February,27
444294,581,Pacifico,Plaza República de Ecuador,February,27
444334,859,Constitución,OBELISCO,February,28
444365,1587,PARQUE DEL BAJO,CASA SAN,February,28
444379,457,Pacifico,Plaza República de Ecuador,February,28
444413,1504,Constitución,Catedral,February,02
444424,1501,Pacifico,FACULTAD DE DERECHO,February,02
444438,998,Pacifico,MEDRANO,February,02
444440,194,Plaza Italia,Pacifico,February,08
444497,349,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,07
444502,917,Plaza Italia,HOSPITAL ALEMÁN,February,07
444513,1105,Plaza Italia,General Urquiza,February,07
444531,3603,Pacifico,AMENABAR,February,07
444540,335,Congreso,Montevideo,February,23
444551,1059,Congreso,HOSPITAL ALEMÁN,February,23
444554,1409,Congreso,COSTA RICA,February,23
444556,513,Plaza Italia,,February,23
444583,1024,Pacifico,MEDRANO,February,23
444589,3466,Plaza Italia,Reconquista,February,18
444604,1694,Congreso,Plaza Primero de Mayo,February,13
444664,725,Constitución,Rivadavia y 9 de Julio,February,20
444684,606,PARQUE DEL BAJO,Plaza Libertad,February,11
444716,1614,Plaza Italia,Plaza Irlanda,February,12
444760,3691,PARQUE DEL BAJO,Madero Office,February,26
444776,357,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,03
444852,1028,Pacifico,De Los Ombues,February,04
444855,259,Congreso,VIRREY CEVALLOS,February,09
444857,2221,Pacifico,JUANA MANSO I,February,09
444877,349,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,09
444887,917,Constitución,MAIPÚ,February,09
444888,1160,Constitución,Plaza Libertad,February,09
444889,554,Constitución,9 de Julio,February,09
444923,1342,Pacifico,Pacifico,February,22
444929,1269,Plaza Italia,RIOBAMBA,February,22
444954,1323,Congreso,Hipólito Yrigoyen,February,22
444957,1815,Congreso,Godoy Cruz y Libertador,February,22
444992,2043,Pacifico,Julián Álvarez,February,21
445019,1246,Pacifico,Pacifico,February,10
445020,1519,Pacifico,Velasco,February,10
445086,837,Constitución,MAIPÚ,February,01
445103,790,Constitución,MACACHA GUEMES,February,01
445105,825,Congreso,HUMBERTO 1°,February,01
445159,869,Constitución,MACACHA GUEMES,February,24
445162,659,Congreso,PUEYRREDÓN,February,24
445167,815,PARQUE DEL BAJO,Constitución,February,24
445171,1455,Congreso,Hipólito Yrigoyen,February,24
445228,598,Congreso,MANZANA 66,February,17
445252,1043,Constitución,Reconquista,February,06
445287,377,Pacifico,Plaza República de Ecuador,February,06
445298,364,PARQUE DEL BAJO,Madero Office,February,06
445308,434,Congreso,Plaza Primero de Mayo,February,16
445333,939,Constitución,MAIPÚ,February,16
445438,1370,Plaza Italia,RIOBAMBA,February,15
445495,1237,Plaza Italia,RIOBAMBA,February,14
445499,648,Congreso,PUEYRREDÓN,February,14
445501,1290,Constitución,Hospital Francés,February,14
445503,1131,Constitución,Pasteur,February,14
445518,851,Pacifico,PLAZOLETA CELEDONIO FLORES,February,14
445542,1602,Plaza Italia,Arenales,February,27
445549,492,Constitución,Ruy Díaz de Guzmán,February,27
445566,539,Congreso,PUEYRREDÓN,February,27
445570,388,Congreso,VIRREY CEVALLOS,February,27
445579,1247,Congreso,Hipólito Yrigoyen,February,27
445586,384,Pacifico,Plaza República de Ecuador,February,27
445622,382,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,28
445626,937,Constitución,MACACHA GUEMES,February,28
445647,463,Pacifico,Plaza República de Ecuador,February,28
445681,898,Constitución,MACACHA GUEMES,February,02
445697,1442,Congreso,Hipólito Yrigoyen,February,02
445718,1267,Congreso,Hospital Britanico,February,08
445747,559,Constitución,Independencia,February,08
445801,881,Congreso,PLAZA MONSEÑOR MIGUEL DE ANDREA,February,07
445815,444,Pacifico,Plaza República de Ecuador,February,07
445836,1641,Pacifico,Pacifico,February,23
445847,1165,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,23
445856,911,Constitución,MACACHA GUEMES,February,23
445872,1101,Plaza Italia,Godoy Cruz y Libertador,February,23
445873,427,Plaza Italia,Godoy Cruz y Libertador,February,23
445904,875,Congreso,Catedral,February,18
445907,3091,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,18
445919,701,Pacifico,PLAZA BOLIVIA,February,18
445927,904,Pacifico,Fitz Roy & Gorriti,February,13
445943,234,PARQUE DEL BAJO,ADUANA,February,13
445944,681,PARQUE DEL BAJO,RODRIGO BUENO,February,13
445953,1223,Constitución,LARREA Y BARTOLOMÉ MITRE,February,13
446009,1458,Plaza Italia,MALBA,February,20
446037,131,Pacifico,Pacifico,February,12
446045,1613,Plaza Italia,Plaza Irlanda,February,12
446065,1926,Pacifico,Parque Centenario,February,26
446078,2299,Congreso,FACULTAD DE DERECHO,February,26
446098,1296,Constitución,Parque Patricios,February,03
446120,358,PARQUE DEL BAJO,AZOPARDO Y CHILE,February,03
446133,716,Constitución,HOSPITAL ARGERICH,February,03
446143,1929,Congreso,PLAZA BOLIVIA,February,03
446168,1094,Plaza Italia,General Urquiza,February,04
446183,283,Congreso,VIRREY CEVALLOS,February,09
446185,664,Pacifico,Fitz Roy & Gorriti,February,09
446207,240,PARQUE DEL BAJO,ADUANA,February,09
446215,758,Constitución,Ministerio de Economia,February,09
446267,1609,Constitución,CERRITO,February,22
446281,794,Congreso,RETIRO II,February,22
446283,1615,Constitución,HOSPITAL DE CLÍNICAS,February,22
446288,617,Plaza Italia,Plaza Alemania,February,22
446289,1002,Plaza Italia,VILLARROEL,February,22
446326,2821,Pacifico,Pacifico,February,21
446334,6142,Pacifico,YATAY,February,21
446345,2102,Pacifico,José Marmol,February,10
446435,398,PARQUE DEL BAJO,AZOPARDO Y CHILE,February,01
446445,664,Plaza Italia,RAVIGNANI Y GUATEMALA,February,01
446457,396,Pacifico,Solar de la Abadía,February,01
446488,1655,Constitución,Guayaquil,February,24
446499,863,Constitución,CORRIENTES,February,24
446553,884,Constitución,CORRIENTES,February,17
446563,562,Pacifico,Fitz Roy & Gorriti,February,17
446576,1444,Plaza Italia,Plaza Italia,February,06
446580,4039,Congreso,Congreso,February,06
446585,1216,PARQUE DEL BAJO,JUANA MANSO I,February,06
446601,331,PARQUE DEL BAJO,AZOPARDO Y CHILE,February,06
446645,304,Plaza Italia,Guatemala,February,16
446646,537,Pacifico,PLAZA BOLIVIA,February,16
446671,904,Constitución,CORRIENTES,February,16
446672,696,Constitución,Plazoleta Colombia,February,16
446673,835,Constitución,Ministerio de Economia,February,16
446700,5618,Plaza Italia,Plaza Italia,February,05
446747,2872,PARQUE DEL BAJO,DELLA PAOLERA,February,19
446773,235,PARQUE DEL BAJO,ADUANA,February,15
446796,1395,Plaza Italia,HOSPITAL DE CLÍNICAS,February,15
446798,365,PARQUE DEL BAJO,AZOPARDO Y CHILE,February,15
446806,1957,Constitución,BRASIL,February,15
446814,553,Pacifico,Fitz Roy & Gorriti,February,15
446886,966,Plaza Italia,De Los Ombues,February,14
446896,202,PARQUE DEL BAJO,ADUANA,February,27
446925,843,Constitución,CORRIENTES,February,27
446932,598,Plaza Italia,Plaza Alemania,February,27
446936,509,Plaza Italia,,February,27
446962,836,Plaza Italia,PLAZA BOLIVIA,February,27
446983,2878,Plaza Italia,Plaza Italia,February,28
447005,1612,Constitución,HOSPITAL DE CLÍNICAS,February,28
447020,1318,Constitución,Usina del Arte,February,28
447053,1563,Plaza Italia,Plaza Italia,February,02
447078,873,PARQUE DEL BAJO,HUMBERTO 1°,February,02
447084,320,PARQUE DEL BAJO,AZOPARDO Y CHILE,February,02
447097,341,Plaza Italia,Guatemala,February,02
447113,676,Constitución,Ministerio de Economia,February,02
447118,3299,Plaza Italia,Pacifico,February,08
447132,211,PARQUE DEL BAJO,ADUANA,February,08
447254,1906,Plaza Italia,MINISTERIO DE EDUCACION,February,23
447302,481,Plaza Italia,MALBA,February,13
447322,1443,Constitución,BELGRANO,February,13
447323,1016,Constitución,JULIETA LANTERI,February,13
447353,6474,Pacifico,JULIETA LANTERI,February,20
447366,2525,Congreso,Madero Office,February,20
447468,1799,Plaza Italia,TEATRO PICADERO,February,03
447487,635,Pacifico,Fitz Roy,February,09
447488,1459,Pacifico,PLAZA 24 DE SEPTIEMBRE,February,09
447489,1179,Pacifico,Plazoleta Rafael del Riego,February,09
447504,772,Constitución,RODRIGO BUENO,February,09
447537,774,PARQUE DEL BAJO,JUANA MANSO I,February,22
